################################################################################
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  2560
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        39.9468
# Center_2                        844.9500
# Comment                         A3s_01 - AX_films_PBTTT_samples
# DDummy                          0.6
# Date                            2024-05-10T15:07:47
# Delta                           0
# Detector                        0
# Dummy                           -1.5
# ExposureTime                    900
# Force                           -0.073726
# Gamma                           0
# Intensity1                      1.22865e-12
# JawsDistance                    15.284
# JawsVelocity                    100
# Monitor                         0
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# Pil_Roi0                        1.04559e+06
# Pressure                        0.114879
# SampleDistance                  0.120001
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Advanced GiSAXS
# SampleEnvSN                     912
# Strain                          0
# Stress                          0
# SumForIntensity1                1.10579e+06
# Thickness                       0
# TransmittedFlux                 1228.65
# WaveLength                      1.541891e-10
# Wavelength                      1.54189e-10
# aux                             -52.8
# aux_dial                        -52.8035
# c3                              0
# det                             0
# det0x                           0.750094
# det0x_dial                      -41.5179
# det0xvd                         0.75
# det0xvd_dial                    0.75
# det0y                           120.001
# det0y_dial                      817.45
# det0z                           -4.125
# det0z_dial                      -9.56817
# det0zvd                         -4.125
# det0zvd_dial                    -4.125
# mon                             0
# om                              0.15
# om_dial                         1.2099
# phi                             3.20331e-08
# phi_dial                        -48.9574
# pilai0                          1.10579e+06
# pilai1                          0
# pilct0                          2.8601e+10
# pilct1                          0
# pilroi0                         1.04559e+06
# pilroi1                         0
# ry                              0
# ry_dial                         0
# s1bot                           0.850069
# s1bot_dial                      -1.43016
# s1hl                            1.05002
# s1hl_dial                       -1.33984
# s1hr                            0.249875
# s1hr_dial                       0.297187
# s1top                           0.449957
# s1top_dial                      0.0354688
# s2bot                           0.4
# s2bot_dial                      -1.07484
# s2hl                            0.6
# s2hl_dial                       1.22719
# s2hr                            0.6
# s2hr_dial                       1.94484
# s2top                           0.4
# s2top_dial                      -0.558125
# sec                             0.099
# title                           A3s_01_0_00001.edf
# usaxs0                          31.067
# wind                            69.9794
# wind_dial                       69.9981
# x                               21
# x_dial                          23.8819
# z                               -0.155938
# z_dial                          -23.2609
# CountCutoff                     15302458
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0345
# ThresholdSetting                4023.88989258
# Saturation                      0
# FlatField                       Corrected
# BackgroundReductionExtra        0.02
################################################################################
q(A-1)                    I(q)                      Sig(q)                    
0.001273423369082166      3331657054.7382164        43912.53091711832         
0.0038202701072464974     2134201692.578192         24851.997989646534        
0.00636711684541083       906445019.1469971         10243.41737599941         
0.00891396358357516       303024968.25156534        5922.623926557983         
0.011460810321739495      111886205.84820607        3097.4000994357534        
0.014007657059903825      44400025.21156762         1713.7589678989762        
0.016554503798068155      17690211.716924485        1011.8827840592554        
0.01910135053623249       31465456.359986253        1161.4905984639838        
0.02164819727439682       53155844.99100727         1601.2256688528823        
0.024195044012561152      26174436.788182236        1004.9926878764381        
0.026741890750725486      3608088.4907063916        355.7697347248413         
0.029288737488889813      1104281.7541625835        189.7649259773889         
0.031835584227054146      471988.822045711          114.74534368891737        
0.03438243096521848       290949.2437020982         92.93362061927078         
0.03692927770338281       159064.3309642556         61.30395315831754         
0.03947612444154715       115035.59796665233        52.13413065580559         
0.042022971179711474      90864.5286501772          45.86910760179318         
0.0445698179178758        74298.00607729807         39.547547138611115        
0.04711666465604014       77231.54262973195         40.13910544056511         
0.04966351139420447       51860.42824177581         29.825514686975588        
0.0522103581323688        52483.75111199555         31.30715509782747         
0.054757204870533135      46169.42132103687         28.46017004986919         
0.05730405160869746       41085.18081815577         25.88517911176159         
0.059850898346861796      38401.69935789497         24.51337013532202         
0.06239774508502612       31953.540625633836        21.506232961666228        
0.06494459182319047       31507.24028948488         21.767875339563666        
0.0674914385613548        30009.336809612625        20.40082438140343         
0.07003828529951912       24337.267228480363        17.795515998306197        
0.07258513203768345       23341.520370910763        17.627138227533134        
0.07513197877584778       20938.843128563232        16.019338866881302        
0.07767882551401213       19858.87286953518         15.898212880158846        
0.08022567225217646       16757.226625996725        13.727202313350956        
0.08277251899034078       15550.5777735674          13.128739410942595        
0.08531936572850511       14857.385670779211        12.894883506208803        
0.08786621246666944       13602.820687760812        12.135214455311687        
0.09041305920483378       12891.97250735285         11.732173202892254        
0.09295990594299812       10828.244636484962        10.203011722101554        
0.09550675268116245       11413.736574504273        10.67670776429033         
0.09805359941932677       9224.608565023753         9.246581436461598         
0.1006004461574911        9073.09529878966          9.340203537175512         
0.10314729289565544       2393.9808812782694        4.817907944326721         
0.10569413963381978       313.8441242998588         1.730060988675768         
0.10824098637198411       61.39705564242415         0.7899953113252483        
0.11078783311014843       47.35692591491714         0.6720749051577237        
0.11333467984831276       40.375216571634155        0.6283816742854725        
0.11588152658647709       35.05052776188744         0.5723653517385768        
0.11842837332464143       31.827554044929496        0.5487598766734616        
0.12097522006280576       29.70083664219928         0.5459512909518253        
0.12352206680097008       24.779899337983043        0.4755766511726473        
