################################################################################
# EDF_DataBlockID                 0.Image.Psd
# EDF_BinarySize                  4366944
# EDF_HeaderSize                  2560
# ByteOrder                       LowByteFirst
# DataType                        FloatValue
# Dim_1                           1028
# Dim_2                           1062
# Image                           0
# HeaderID                        EH:000000:000000:000000
# Size                            4366944
# Center_1                        49.9680
# Center_2                        899.9990
# Comment                         A3d_01 - AX_films_PBTTT_samples
# DDummy                          0.6
# Date                            2024-05-10T15:31:28
# Delta                           0
# Dummy                           -1.5
# ExposureTime                    900
# Force                           -0.073726
# Gamma                           0
# Intensity1                      1.33612e-12
# JawsDistance                    15.284
# JawsVelocity                    100
# PSize_1                         7.5e-05
# PSize_2                         7.5e-05
# Pressure                        0.107118
# SampleDistance                  0.120001
# SampleEnvKind                   gisaxs
# SampleEnvPN                     Advanced GiSAXS
# SampleEnvSN                     912
# Strain                          0
# Stress                          0
# Thickness                       0
# WaveLength                      1.541891e-10
# Wavelength                      1.54189e-10
# aux                             -52.8
# aux_dial                        -52.8035
# det0x                           0
# det0x_dial                      -40.7698
# det0xvd                         0
# det0xvd_dial                    0
# det0y                           120.001
# det0y_dial                      817.45
# det0z                           0
# det0z_dial                      -13.6889
# det0zvd                         0
# det0zvd_dial                    0
# om                              0.15
# om_dial                         1.35
# phi                             3.20331e-08
# phi_dial                        -48.9574
# ry                              0
# ry_dial                         0
# s1bot                           0.850069
# s1bot_dial                      -1.43016
# s1hl                            1.05002
# s1hl_dial                       -1.33984
# s1hr                            0.249875
# s1hr_dial                       0.297187
# s1top                           0.449957
# s1top_dial                      0.0354688
# s2bot                           0.4
# s2bot_dial                      -1.07484
# s2hl                            0.6
# s2hl_dial                       1.22719
# s2hr                            0.6
# s2hr_dial                       1.94484
# s2top                           0.4
# s2top_dial                      -0.558125
# wind                            69.9794
# wind_dial                       69.9981
# x                               9
# x_dial                          11.8819
# z                               -0.13625
# z_dial                          -23.2413
# CountCutoff                     15302458
# DetectorModel                   Dectris EIGER2 Si 1M, S/N E-02-0345
# ThresholdSetting                4023.88989258
# Saturation                      0
# FlatField                       Corrected
# BackgroundReductionExtra        0.02
# Detector                        0
# Monitor                         0
# Pil_Roi0                        1.14042e+06
# SumForIntensity1                1.20251e+06
# TransmittedFlux                 1336.12
# c3                              0
# det                             0
# mon                             0
# pilai0                          1.20251e+06
# pilai1                          0
# pilct0                          2.73682e+10
# pilct1                          0
# pilroi0                         1.14042e+06
# pilroi1                         0
# sec                             0.099
# title                           A3d_01_0_00000.edf
# usaxs0                          32.1079
################################################################################
q(A-1)                    I(q)                      Sig(q)                    
0.001273423369082166      2994070952.0028114        39919.09864904883         
0.0038202701072464974     1901022530.411009         22492.02571373803         
0.00636711684541083       813075776.3476207         9303.17104987703          
0.00891396358357516       274656349.146468          5407.059274887567         
0.011460810321739495      99188934.43313058         2746.2172602217574        
0.014007657059903825      39053575.64175287         1611.903014882177         
0.016554503798068155      16516642.49173038         893.9630965722333         
0.01910135053623249       6839094.460908293         529.1570530865359         
0.02164819727439682       4723324.105701543         457.71196292863794        
0.024195044012561152      15712890.611733586        746.695668864754          
0.026741890750725486      33352304.3607619          1037.2529904297344        
0.029288737488889813      8220226.108913121         500.0223024647418         
0.031835584227054146      1071403.796416216         162.86471318294159        
0.03438243096521848       350921.74441585486        97.87253225277328         
0.03692927770338281       175073.44866988694        61.6742192496408          
0.03947612444154715       117442.40665698459        50.51378579978268         
0.042022971179711474      94808.7026925699          45.85671665635213         
0.0445698179178758        71983.80842146036         36.993636895654156        
0.04711666465604014       67593.31155589761         37.201309270022094        
0.04966351139420447       52591.991309060504        28.083009638536737        
0.0522103581323688        47963.030419398536        28.358605937473932        
0.054757204870533135      42122.27288442962         25.872732719260497        
0.05730405160869746       38877.93552009476         24.673250875514203        
0.059850898346861796      35684.882991850325        22.97263616084168         
0.06239774508502612       29115.62106322271         19.32703095305363         
0.06494459182319047       28815.5463547424          19.96253670662876         
0.0674914385613548        25649.751298699328        18.251089454242546        
0.07003828529951912       22364.832571093575        16.267567492380273        
0.07258513203768345       23893.001061965795        17.3019113376703          
0.07513197877584778       18440.196912335312        14.377930518171931        
0.07767882551401213       18075.218713603368        14.310702760871385        
0.08022567225217646       15288.1357110729          12.603942291744918        
0.08277251899034078       14165.238213463972        11.958731819292748        
0.08531936572850511       13498.808920311116        11.758151256428475        
0.08786621246666944       12736.260915071025        11.42143423960784         
0.09041305920483378       11774.513495623709        10.852295623057202        
0.09295990594299812       10210.118331311474        9.50070755247995          
0.09550675268116245       9434.415909656078         9.190259371357515         
0.09805359941932677       8637.83766275875          8.68512682233727          
0.1006004461574911        8939.416308188915         8.908965129818357         
0.10314729289565544       7105.103347241724         7.645814912938401         
0.10569413963381978       6489.617977180547         7.237799856484117         
0.10824098637198411       6157.342700161673         7.117973427788507         
0.11078783311014843       5322.800614654569         6.342582462869685         
0.11333467984831276       4783.1021047684           5.99139025378968          
0.11588152658647709       4248.318560377568         5.568789094845384         
0.11842837332464143       3998.302620008804         5.478149992715702         
0.12097522006280576       3682.9450927365565        5.295236152596637         
0.12352206680097008       2860.8527536826105        4.32531712348286          
0.12606891353913444       2784.1572647845487        4.418773763933269         
0.12861576027729876       1133.5130864153998        2.783174289507254         
0.1311626070154631        165.69957459590526        1.111462941923405         
0.13370945375362742       19.609577137737688        0.37972160912843195       
0.13625630049179174       13.501165967742915        0.2990209953592773        
0.13880314722995607       14.399254247086207        0.3311684082148225        
0.14134999396812042       11.758654294522096        0.28351324500919123       
0.14389684070628475       10.624304822013066        0.27762770374641105       
0.14644368744444908       9.472135657226342         0.25695907541948754       
0.1489905341826134        9.102180059846443         0.25026923737598245       
0.15153738092077776       8.869869057014789         0.2590385088559337        
